group,element,名前,Name,VR,VM,
0x0054, 0x1105,"散乱線補正法","Scatter Correction Method",LO,1,
0x0054, 0x1200,"軸方向受容角","Axial Acceptance",DS,1,
0x0054, 0x1201,"軸方向マッシュ","Axial Mash",IS,2,
0x0054, 0x1202,"横断面マッシュ","Transverse Mash",IS,1,
0x0054, 0x1203,"検出器素子寸法","Detector Element Size",DS,2,
0x0054, 0x1210,"同時計数窓幅","Coincidence Window Width",DS,1,
0x0054, 0x1220,"２次計数タイプ","Secondary Counts Type",CS,1-n,
0x0054, 0x1300,"フレーム基準時間","Frame Reference Time",DS,1,
0x0054, 0x1310,"蓄積された１次（即時）計数","Primary Prompts Counts Accumulated",IS,1,
0x0054, 0x1311,"蓄積された２次計数","Secondary Counts Accumulated",IS,1-n,
0x0054, 0x1320,"スライス感度係数","Slice Sensitivity Factor",DS,1,
0x0054, 0x1321,"減衰係数","Decay Factor",DS,1,
0x0054, 0x1322,"線量較正係数","Dose Calibration Factor",DS,1,
0x0054, 0x1323,"散乱割合係数","Scatter Fraction Factor",DS,1,
0x0054, 0x1324,"デッドタイム係数","Dead Time Factor",DS,1,
0x0054, 0x1330,"画像インデックス","Image Index",US,1,
0x0054, 0x1400,"含まれる計数","Counts Included",CS,1-n,
0x0054, 0x1401,"デッドタイム補正フラグ","Dead Time Correction Flag",CS,1,
0x0060, 0x3000,"ヒストグラムシーケンス","Histogram Sequence",SQ,1,
0x0060, 0x3002,"ヒストグラムの束の数","Histogram Number of Bins",US,1,
0x0060, 0x3004,"ヒストグラムの最初の束値","Histogram First Bin Value",US or SS,1,
0x0060, 0x3006,"ヒストグラムの最後の束値","Histogram Last Bin Value",US or SS,1,
0x0060, 0x3008,"ヒストグラム束幅","Histogram Bin Width",US,1,
0x0060, 0x3010,"ヒストグラムの説明","Histogram Explanation",LO,1,
0x0060, 0x3020,"ヒストグラムデータ","Histogram Data",UL,1-n,
0x0070, 0x0001,"図形注釈シーケンス","Graphic Annotation Sequence",SQ,1,
0x0070, 0x0002,"図形層","Graphic Layer",CS,1,
0x0070, 0x0003,"境界ボックス注釈単位","Bounding Box Annotation Units",CS,1,
0x0070, 0x0004,"アンカー点注釈単位","Anchor Point Annotation Units",CS,1,
0x0070, 0x0005,"図形注釈単位","Graphic Annotation Units",CS,1,
0x0070, 0x0006,"書式なしテキスト値","Unformatted Text Value",ST,1,
0x0070, 0x0008,"テキストオブジェクトシーケンス","Text Object Sequence",SQ,1,
0x0070, 0x0009,"図形オブジェクトシーケンス","Graphic Object Sequence",SQ,1,
0x0070, 0x0010,"境界ボックス上左手コーナ","Bounding Box Top Left Hand Corner",FL,2,
0x0070, 0x0011,"境界ボックス下右手コーナ","Bounding Box Bottom Right Hand Corner",FL,2,
0x0070, 0x0012,"境界ボックステキスト水平位置調整","Bounding Box Text Horizontal Justification",CS,1,
0x0070, 0x0014,"アンカー点","Anchor Point",FL,2,
0x0070, 0x0015,"アンカー点可視性","Anchor Point Visibility",CS,1,
0x0070, 0x0020,"図形次元","Graphic Dimensions ",US,1,
0x0070, 0x0021,"図形点の数","Number of Graphic Points",US,1,
0x0070, 0x0022,"図形データ","Graphic Data",FL,2-n,
0x0070, 0x0023,"図形タイプ","Graphic Type",CS,1,
0x0070, 0x0024,"充填図形","Graphic Filled",CS,1,
0x0070, 0x0041,"画像水平フリップ","Image Horizontal Flip",CS,1,
0x0070, 0x0042,"画像回転","Image Rotation ",US,1,
0x0070, 0x0052,"表示領域上左手コーナ","Displayed Area Top Left Hand Corner",SL,2,
0x0070, 0x0053,"表示領域下右手コーナ","Displayed Area Bottom Right Hand Corner",SL,2,
0x0070, 0x005A,"表示領域選択シーケンス","Displayed Area Selection Sequence",SQ,1,
0x0070, 0x0060,"図形層シーケンス","Graphic Layer Sequence",SQ,1,
0x0070, 0x0062,"図形層順序","Graphic Layer Order",IS,1,
0x0070, 0x0066,"図形層推奨グレースケール値","Graphic Layer Recommended Display Grayscale Value",US,1,
0x0070, 0x0067,"図形層推奨表示ＲＧＢ値","Graphic Layer Recommended Display RGB Value",US,3,
0x0070, 0x0068,"図形層記述","Graphic Layer Description",LO,1,
0x0070, 0x0080,"提示ラベル","Presentation Label",CS,1,
0x0070, 0x0081,"提示記述","Presentation Description",LO,1,
0x0070, 0x0082,"提示作成日付","Presentation Creation Date",DA,1,
0x0070, 0x0083,"提示作成時刻","Presentation Creation Time",TM,1,
0x0070, 0x0084,"提示作成者の名前","Presentation Creator's Name",PN,1,
0x0070, 0x0100,"提示寸法モード","Presentation Size Mode",CS,1,
0x0070, 0x0101,"提示画素間隔","Presentation Pixel Spacing",DS,2,
0x0070, 0x0102,"提示画素アスペクト比","Presentation Pixel Aspect Ratio",IS,2,
0x0070, 0x0103,"提示画素拡大率","Presentation Pixel Magnification Ratio",FL,1,
0x0088, 0x0130,"保存媒体ファイル集合ＩＤ","Storage Media File-set ID",SH,1,
0x0088, 0x0140,"保存媒体ファイル集合ＵＩＤ","Storage Media File-set UID",UI,1,
0x0088, 0x0200,"アイコン画像シーケンス","Icon Image Sequence",SQ,1,
0x0088, 0x0904,"トピック名称","Topic Title",LO,1,
0x0088, 0x0906,"トピック主題","Topic Subject",ST,1,
0x0088, 0x0910,"トピック著者","Topic Author",LO,1,
0x0088, 0x0912,"トピックキーワード","Topic Key Words",LO,1-32,
0x0100, 0x0410,"ＳＯＰインスタンス状態","SOP Instance Status",CS,1,
0x0100, 0x0420,"ＳＯＰ許可日時","SOP Authorization Date and Time",DT,1,
0x0100, 0x0424,"ＳＯＰ許可コメント","SOP Authorization Comment",LT,1,
0x0100, 0x0426,"許可装置証明番号","Authorization Equipment Certification Number",LO,1,
0x2000, 0x0010,"コピーの数","Number of Copies",IS,1,
0x2000, 0x001E,"プリンタ構成シーケンス","Printer Configuration Sequence",SQ,1,
0x2000, 0x0020,"プリント優先度","Print Priority",CS,1,
0x2000, 0x0030,"媒体タイプ","Medium Type",CS,1,
0x2000, 0x0040,"フィルム宛先","Film Destination",CS,1,
0x2000, 0x0050,"フィルムセッションラベル","Film Session Label",LO,1,
0x2000, 0x0060,"メモリ割り当て","Memory Allocation",IS,1,
0x2000, 0x0061,"最大メモリ割当て","Maximum Memory Allocation",IS,1,
0x2000, 0x0062,"カラー画像印刷フラグ","Color Image Printing Flag",CS,1,
0x2000, 0x0063,"丁合フラグ","Collation Flag",CS,1,
0x2000, 0x0065,"注釈フラグ","Annotation Flag",CS,1,
0x2000, 0x0067,"画像オーバレイフラグ","Image Overlay Flag",CS,1,
0x2000, 0x0069,"提示ＬＵＴフラグ","Presentation LUT Flag",CS,1,
0x2000, 0x006A,"画像ボックス提示ＬＵＴフラグ","Image Box Presentation LUT Flag",CS,1,
0x2000, 0x00A0,"メモリビット深さ","Memory Bit Depth",US,1,
0x2000, 0x00A1,"プリントビット深さ","Printing Bit Depth",US,1,
0x2000, 0x00A2,"組込媒体シーケンス","Media Installed Sequence",SQ,1,
0x2000, 0x00A4,"他の利用可能な媒体シーケンス","Other Media Available Sequence",SQ,1,
0x2000, 0x00A8,"サポートする画像表示フォーマットシーケンス","Supported Image Display Formats Sequence",SQ,1,
0x2000, 0x0500,"参照フィルムボックスシーケンス","Referenced Film Box Sequence",SQ,1,
0x2000, 0x0510,"参照保存プリントシーケンス","Referenced Stored Print  Sequence",SQ,1,
0x2010, 0x0010,"画像表示フォーマット","Image Display Format",ST,1,
0x2010, 0x0030,"注釈表示フォーマットＩＤ","Annotation Display Format ID",CS,1,
0x2010, 0x0040,"フィルム方向","Film Orientation",CS,1,
0x2010, 0x0050,"フィルムサイズＩＤ","Film Size ID",CS,1,
0x2010, 0x0052,"プリンタ解像度ＩＤ","Printer Resolution ID",CS,1,
0x2010, 0x0054,"デフォルトプリンタ解像度ＩＤ","Default Printer Resolution ID",CS,1,
0x2010, 0x0060,"拡大タイプ","Magnification Type",CS,1,
0x2010, 0x0080,"平滑タイプ","Smoothing Type  ",CS,1,
0x2010, 0x00A6,"デフォルト拡大タイプ","Default Magnification Type",CS,1,
0x2010, 0x00A7,"他の利用可能な拡大タイプ","Other Magnification Types Available",CS,1-n,
0x2010, 0x00A8,"デフォルト平滑化タイプ","Default Smoothing Type",CS,1,
0x2010, 0x00A9,"他の利用可能な平滑化タイプ","Other Smoothing Types Available",CS,1-n,
0x2010, 0x0100,"縁取り濃度","Border Density",CS,1,
0x2010, 0x0110,"空画像濃度","Empty Image Density",CS,1,
0x2010, 0x0120,"最低濃度","Min Density",US,1,
0x2010, 0x0130,"最高濃度","Max Density",US,1,
0x2010, 0x0140,"ふち飾り","Trim",CS,1,
0x2010, 0x0150,"構成情報","Configuration Information",ST,1,
0x2010, 0x0152,"構成情報記述","Configuration Information Description",LT,1,
0x2010, 0x0154,"最大丁合フィルム","Maximum Collated Films",IS,1,
0x2010, 0x015E,"照明","Illumination",US,1,
0x2010, 0x0160,"反射周囲光","Reflected Ambient Light",US,1,
0x2010, 0x0376,"プリンタ画素間隔","Printer Pixel Spacing",DS,2,
0x2010, 0x0500,"参照フィルムセッションシーケンス","Referenced Film Session Sequence",SQ,1,
0x2010, 0x0510,"参照画像ボックスシーケンス","Referenced Image Box Sequence",SQ,1,
0x2010, 0x0520,"参照基本注釈ボックスシーケンス","Referenced Basic Annotation Box Sequence",SQ,1,
0x2020, 0x0010,"画像位置","Image Position",US,1,
0x2020, 0x0020,"極性","Polarity",CS,1,
0x2020, 0x0030,"依頼画像寸法","Requested Image Size",DS,1,
0x2020, 0x0040,"依頼縮小／刈り込み挙動","Requested Decimate/Crop Behavior",CS,1,
0x2020, 0x0050,"依頼解像度ＩＤ","Requested Resolution ID",CS,1,
0x2020, 0x00A0,"依頼画像サイズフラグ","Requested Image Size Flag",CS,1,
0x2020, 0x00A2,"縮小／刈り込み結果","Decimate/Crop Result",CS,1,
0x2020, 0x0110,"基本グレースケール画像シーケンス","Basic Grayscale Image Sequence",SQ,1,
0x2020, 0x0111,"基本カラー画像シーケンス","Basic Color Image Sequence",SQ,1,
0x2020, 0x0130,"","Referenced Image Overlay Box Sequence",SQ,1,RET
0x2020, 0x0140,"","Referenced VOI LUT Box Sequence ",SQ,1,RET
0x2030, 0x0010,"注釈位置","Annotation Position",US,1,
0x2030, 0x0020,"テキスト列","Text String",LO,1,
0x2040, 0x0010,"参照オーバレイ面シーケンス","Referenced Overlay Plane Sequence",SQ,1,
0x2040, 0x0011,"参照オーバレイ面グループ","Referenced Overlay Plane Groups",US,1-99,
0x2040, 0x0020,"オーバレイ画素データシーケンス","Overlay Pixel Data Sequence",SQ,1,
0x2040, 0x0060,"オーバレイ拡大タイプ","Overlay Magnification Type",CS,1,
0x2040, 0x0070,"オーバレイ平滑タイプ","Overlay Smoothing Type",CS,1,
0x2040, 0x0072,"オーバレイまたは画像拡大","Overlay or Image Magnification",CS,1,
0x2040, 0x0074,"拡大後の列の数","Magnify to Number of Columns",US,1,
0x2040, 0x0080,"オーバレイ前面濃度","Overlay Foreground Density",CS,1,
0x2040, 0x0082,"オーバレイ背景濃度","Overlay Background Density",CS,1,
0x2040, 0x0090,"","Overlay Mode",CS,1,RET
0x2040, 0x0100,"","Threshold Density",CS,1,RET
0x2040, 0x0500,"","Referenced Image Box Sequence",SQ,1,RET
0x2050, 0x0010,"提示ＬＵＴシーケンス","Presentation LUT Sequence",SQ,1,
0x2050, 0x0020,"提示ＬＵＴ形状","Presentation LUT Shape",CS,1,
0x2050, 0x0500,"参照提示ＬＵＴシーケンス","Referenced Presentation  LUT Sequence",SQ,1,
0x2100, 0x0010,"プリントジョブＩＤ","Print Job ID",SH,1,
0x2100, 0x0020,"実行状態","Execution Status",CS,1,
0x2100, 0x0030,"実行状態情報","Execution Status Info",CS,1,
0x2100, 0x0040,"作成日付","Creation Date",DA,1,
0x2100, 0x0050,"作成時刻","Creation Time",TM,1,
0x2100, 0x0070,"発行元","Originator",AE,1,
0x2100, 0x0140,"出力先ＡＥ","Destination AE",AE,1,
0x2100, 0x0160,"所有者ＩＤ","Owner ID",SH,1,
0x2100, 0x0170,"フィルムの数","Number of Films",IS,1,
0x2100, 0x0500,"参照プリントジョブシーケンス","Referenced Print Job Sequence",SQ,1,
0x2110, 0x0010,"プリンタ状態","Printer Status",CS,1,
0x2110, 0x0020,"プリンタ状態情報","Printer Status Info",CS,1,
0x2110, 0x0030,"プリンタ名","Printer Name",LO,1,
0x2110, 0x0099,"プリントキューＩＤ","Print Queue ID",SH,1,
0x2120, 0x0010,"キュー状態","Queue Status",CS,1,
0x2120, 0x0050,"プリントジョブ記述シーケンス","Print Job Description Sequence",SQ,1,
0x2120, 0x0070,"参照プリントジョブシーケンス","Referenced Print Job Sequence",SQ,1,
0x2130, 0x0010,"プリント管理能力シーケンス","Print Management Capabilities Sequence",SQ,1,
0x2130, 0x0015,"プリンタ特性シーケンス","Printer Characteristics Sequence",SQ,1,
0x2130, 0x0030,"フィルムボックス内容シーケンス","Film Box Content Sequence",SQ,1,
0x2130, 0x0040,"画像ボックス内容シーケンス","Image Box Content Sequence",SQ,1,
0x2130, 0x0050,"注釈内容シーケンス","Annotation Content Sequence",SQ,1,
0x2130, 0x0060,"画像オーバレイボックス内容シーケンス","Image Overlay Box Content Sequence",SQ,1,
0x2130, 0x0080,"提示ＬＵＴ内容シーケンス","Presentation LUT Content Sequence",SQ,1,
0x2130, 0x00A0,"提案検査シーケンス","Proposed Study Sequence",SQ,1,
0x2130, 0x00C0,"オリジナル画像シーケンス","Original Image Sequence",SQ,1,
0x3002, 0x0002,"ＲＴ画像ラベル","RT Image Label",SH,1,
0x3002, 0x0003,"ＲＴ画像名","RT Image Name",LO,1,
0x3002, 0x0004,"ＲＴ画像記述","RT Image Description",ST,1,
0x3002, 0x000A,"報告値起源","Reported Values Origin",CS,1,
0x3002, 0x000C,"ＲＴ画像面","RT Image Plane",CS,1,
0x3002, 0x000D,"Ｘ線画像受像器並進","X-Ray Image Receptor Translation",DS,3,
0x3002, 0x000E,"Ｘ線画像受像器角度","X-Ray Image Receptor Angle",DS,1,
0x3002, 0x0010,"ＲＴ画像方向","RT Image Orientation",DS,6,
0x3002, 0x0011,"画像面画素間隔","Image Plane Pixel Spacing",DS,2,
0x3002, 0x0012,"ＲＴ画像位置","RT Image Position",DS,2,
0x3002, 0x0020,"放射線装置名","Radiation Machine Name",SH,1,
0x3002, 0x0022,"放射線装置ＳＡＤ","Radiation Machine SAD",DS,1,
0x3002, 0x0024,"放射線装置ＳＳＤ","Radiation Machine SSD",DS,1,
0x3002, 0x0026,"ＲＴ画像ＳＩＤ","RT Image SID",DS,1,
0x3002, 0x0028,"線源基準オブジェクト間距離","Source to Reference Object Distance",DS,1,
0x3002, 0x0029,"分割番号","Fraction Number",IS,1,
0x3002, 0x0030,"照射シーケンス","Exposure Sequence",SQ,1,
0x3002, 0x0032,"メーターセット照射","Meterset Exposure",DS,1,
0x3004, 0x0001,"ＤＶＨタイプ","DVH Type",CS,1,
0x3004, 0x0002,"線量単位","Dose Units",CS,1,
0x3004, 0x0004,"線量タイプ","Dose Type",CS,1,
0x3004, 0x0006,"線量コメント","Dose Comment",LO,1,
0x3004, 0x0008,"正規化点","Normalization Point",DS,3,
0x3004, 0x000A,"線量加算タイプ","Dose Summation Type",CS,1,
0x3004, 0x000C,"格子フレームオフセットベクトル","Grid Frame Offset Vector",DS,2-n,
0x3004, 0x000E,"線量格子スケーリング","Dose Grid Scaling",DS,1,
0x3004, 0x0010,"ＲＴ線量ＲＯＩシーケンス","RT Dose ROI Sequence",SQ,1,
0x3004, 0x0012,"線量値","Dose Value",DS,1,
0x3004, 0x0040,"ＤＶＨ正規化点","DVH Normalization Point",DS,3,
0x3004, 0x0042,"ＤＶＨ正規化線量値","DVH Normalization Dose Value",DS,1,
0x3004, 0x0050,"ＤＶＨシーケンス","DVH Sequence",SQ,1,
0x3004, 0x0052,"ＤＶＨ線量スケーリング","DVH Dose Scaling",DS,1,
0x3004, 0x0054,"ＤＶＨ体積単位","DVH Volume Units",CS,1,
0x3004, 0x0056,"ＤＶＨ区切りの数","DVH Number of Bins",IS,1,
0x3004, 0x0058,"ＤＶＨデータ","DVH Data",DS,2-2n,
0x3004, 0x0060,"ＤＶＨ参照ＲＯＩシーケンス","DVH Referenced ROI Sequence",SQ,1,
0x3004, 0x0062,"ＤＶＨＲＯＩ寄与タイプ","DVH ROI Contribution Type",CS,1,
0x3004, 0x0070,"ＤＶＨ最小線量","DVH Minimum Dose",DS,1,
0x3004, 0x0072,"ＤＶＨ最大線量","DVH Maximum Dose",DS,1,
0x3004, 0x0074,"ＤＶＨ平均線量","DVH Mean Dose",DS,1,
0x3006, 0x0002,"構造集合ラベル","Structure Set Label",SH,1,
0x3006, 0x0004,"構造集合名","Structure Set Name",LO,1,
0x3006, 0x0006,"構造集合記述","Structure Set Description",ST,1,
0x3006, 0x0008,"構造集合日付","Structure Set Date",DA,1,
0x3006, 0x0009,"構造集合時刻","Structure Set Time",TM,1,
0x3006, 0x0010,"参照基準座標系シーケンス","Referenced Frame of Reference Sequence",SQ,1,
0x3006, 0x0012,"ＲＴ参照検査シーケンス","RT Referenced Study Sequence",SQ,1,
0x3006, 0x0014,"ＲＴ参照シリーズシーケンス","RT Referenced Series Sequence",SQ,1,
0x3006, 0x0016,"輪郭画像シーケンス","Contour Image Sequence",SQ,1,
0x3006, 0x0020,"構造集合ＲＯＩシーケンス","Structure Set ROI Sequence",SQ,1,
0x3006, 0x0022,"ＲＯＩ番号","ROI Number",IS,1,
0x3006, 0x0024,"参照基準座標系ＵＩＤ","Referenced Frame of Reference UID",UI,1,
0x3006, 0x0026,"ＲＯＩ名","ROI Name",LO,1,
0x3006, 0x0028,"ＲＯＩ記述","ROI Description",ST,1,
0x3006, 0x002A,"ＲＯＩ表示色","ROI Display Color",IS,3,
0x3006, 0x002C,"ＲＯＩ体積","ROI Volume",DS,1,
0x3006, 0x0030,"ＲＴ関係ＲＯＩシーケンス","RT Related ROI Sequence",SQ,1,
0x3006, 0x0033,"ＲＴ ＲＯＩ関係","RT ROI Relationship",CS,1,
0x3006, 0x0036,"ＲＯＩ作成アルゴリズム","ROI Generation Algorithm",CS,1,
0x3006, 0x0038,"ＲＯＩ作成記述","ROI Generation Description",LO,1,
0x3006, 0x0039,"ＲＯＩ輪郭シーケンス","ROI Contour Sequence",SQ,1,
0x3006, 0x0040,"輪郭シーケンス","Contour Sequence",SQ,1,
0x3006, 0x0042,"輪郭幾何学的タイプ","Contour Geometric Type",CS,1,
0x3006, 0x0044,"輪郭厚板厚さ","Contour Slab Thickness",DS,1,
0x3006, 0x0045,"輪郭オフセットベクトル","Contour Offset Vector",DS,3,
0x3006, 0x0046,"輪郭点の数","Number of Contour Points",IS,1,
0x3006, 0x0048,"輪郭番号","Contour Number",IS,1,
0x3006, 0x0049,"添付輪郭","Attached Contours",IS,1-n,
0x3006, 0x0050,"輪郭データ","Contour Data",DS,3-3n,
0x3006, 0x0080,"ＲＴ ＲＯＩ観察シーケンス","RT ROI Observations Sequence",SQ,1,
0x3006, 0x0082,"観察番号","Observation Number",IS,1,
0x3006, 0x0084,"参照ＲＯＩ番号","Referenced ROI Number",IS,1,
0x3006, 0x0085,"ＲＯＩ観察ラベル","ROI Observation Label",SH,1,
0x3006, 0x0086,"ＲＴ ＲＯＩ識別コードシーケンス","RT ROI Identification Code Sequence",SQ,1,
0x3006, 0x0088,"ＲＯＩ観察記述","ROI Observation Description",ST,1,
0x3006, 0x00A0,"関係ＲＴ ＲＯＩ観察シーケンス","Related RT ROI Observations Sequence",SQ,1,
0x3006, 0x00A4,"ＲＴ ＲＯＩ解釈タイプ","RT ROI Interpreted Type",CS,1,
0x3006, 0x00A6,"ＲＯＩ解釈者","ROI Interpreter",PN,1,
0x3006, 0x00B0,"ＲＯＩ物理的性質シーケンス","ROI Physical Properties Sequence",SQ,1,
0x3006, 0x00B2,"ＲＯＩ物理的性質","ROI Physical Property",CS,1,
0x3006, 0x00B4,"ＲＯＩ物理的性質値","ROI Physical Property Value",DS,1,
0x3006, 0x00C0,"基準座標系関係シーケンス","Frame of Reference Relationship Sequence",SQ,1,
0x3006, 0x00C2,"関係基準座標系ＵＩＤ","Related Frame of Reference UID",UI,1,
0x3006, 0x00C4,"基準座標系変換タイプ","Frame of Reference Transformation Type",CS,1,
0x3006, 0x00C6,"基準座標系変換マトリックス","Frame of Reference Transformation Matrix",DS,16,
0x3006, 0x00C8,"基準座標系変換コメント","Frame of Reference Transformation Comment",LO,1,
0x3008, 0x0010,"測定線量基準シーケンス","Measured Dose Reference Sequence",SQ,1,
0x3008, 0x0012,"測定線量記述","Measured Dose Description",ST,1,
0x3008, 0x0014,"測定線量タイプ","Measured Dose Type",CS,1,
0x3008, 0x0016,"測定線量値","Measured Dose Value",DS,1,
0x3008, 0x0020,"治療セッションビームシーケンス","Treatment Session Beam Sequence",SQ,1,
0x3008, 0x0022,"現在の分割番号","Current Fraction Number",IS,1,
0x3008, 0x0024,"治療制御点日付","Treatment Control Point Date",DA,1,
0x3008, 0x0025,"治療制御点時刻","Treatment Control Point Time",TM,1,
0x3008, 0x002A,"治療終了状態","Treatment Termination Status",CS,1,
0x3008, 0x002B,"治療終了コード","Treatment Termination Code",SH,1,
0x3008, 0x002C,"治療照合状態","Treatment Verification Status",CS,1,
0x3008, 0x0030,"参照治療記録シーケンス","Referenced Treatment Record Sequence",SQ,1,
0x3008, 0x0032,"指定一次メータセット","Specified Primary Meterset ",DS,1,
0x3008, 0x0033,"指定二次メータセット","Specified Secondary Meterset ",DS,1,
0x3008, 0x0036,"放射済一次メータセット","Delivered Primary Meterset ",DS,1,
0x3008, 0x0037,"放射済二次メータセット","Delivered Secondary Meterset ",DS,1,
0x3008, 0x003A,"指定治療時間","Specified Treatment Time",DS,1,
0x3008, 0x003B,"放射済治療時間","Delivered Treatment Time",DS,1,
0x3008, 0x0040,"制御点放射シーケンス","Control Point Delivery Sequence",SQ,1,
0x3008, 0x0042,"指定メーターセット","Specified Meterset",DS,1,
0x3008, 0x0044,"放射済メーターセット","Delivered Meterset",DS,1,
0x3008, 0x0048,"放射した線量率","Dose Rate Delivered",DS,1,
0x3008, 0x0050,"治療要約計算線量基準シーケンス","Treatment Summary Calculated Dose Reference Sequence",SQ,1,
0x3008, 0x0052,"線量基準への蓄積線量","Cumulative Dose to Dose Reference",DS,1,
0x3008, 0x0054,"最初の治療日付","First Treatment Date",DA,1,
0x3008, 0x0056,"最近の治療日付","Most Recent Treatment Date",DA,1,
0x3008, 0x005A,"放射した分割の数","Number of Fractions Delivered",IS,1,
0x3008, 0x0060,"無効化シーケンス","Override Sequence",SQ,1,
0x3008, 0x0062,"無効化パラメタポインタ","Override Parameter Pointer",AT,1,
0x3008, 0x0064,"測定線量基準番号","Measured Dose Reference Number",IS,1,
0x3008, 0x0066,"無効化理由","Override Reason",ST,1,
0x3008, 0x0070,"計算線量基準シーケンス","Calculated Dose Reference Sequence",SQ,1,
0x3008, 0x0072,"計算線量基準番号","Calculated Dose Reference Number",IS,1,
0x3008, 0x0074,"計算線量基準記述","Calculated Dose Reference Description",ST,1,
0x3008, 0x0076,"計算線量基準線量値","Calculated Dose Reference Dose Value",DS,1,
0x3008, 0x0078,"開始メーターセット","Start Meterset",DS,1,
0x3008, 0x007A,"終了メーターセット","End Meterset",DS,1,
0x3008, 0x0080,"参照測定線量基準シーケンス","Referenced Measured Dose Reference Sequence",SQ,1,
0x3008, 0x0082,"参照測定線量基準番号","Referenced Measured Dose Reference Number",IS,1,
0x3008, 0x0090,"参照計算線量基準シーケンス","Referenced Calculated Dose Reference Sequence",SQ,1,
0x3008, 0x0092,"参照計算線量基準番号","Referenced Calculated Dose Reference Number",IS,1,
0x3008, 0x00A0,"ビーム制限装置リーフ対シーケンス","Beam Limiting Device Leaf Pairs Sequence",SQ,1,
0x3008, 0x00B0,"記録ウェッジシーケンス","Recorded Wedge Sequence",SQ,1,
0x3008, 0x00C0,"記録補償フィルターシーケンス","Recorded Compensator Sequence",SQ,1,
0x3008, 0x00D0,"記録ブロックシーケンス ","Recorded Block Sequence",SQ,1,
0x3008, 0x00E0,"治療要約測定線量基準シーケンス","Treatment Summary Measured Dose Reference Sequence",SQ,1,
0x3008, 0x0100,"記録線源シーケンス","Recorded Source Sequence",SQ,1,
0x3008, 0x0105,"線源シリアル番号","Source Serial Number",LO,1,
0x3008, 0x0110,"治療セッション応用配置シーケンス","Treatment Session Application Setup Sequence",SQ,1,
0x3008, 0x0116,"応用配置検査 ","Application Setup Check",CS,1,
0x3008, 0x0120,"記録近接照射付属装置シーケンス","Recorded Brachy Accessory Device Sequence",SQ,1,
0x3008, 0x0122,"参照近接照射付属装置番号","Referenced Brachy Accessory Device Number",IS,1,
0x3008, 0x0130,"記録チャネルシーケンス","Recorded Channel Sequence",SQ,1,
0x3008, 0x0132,"指定チャネル総時間","Specified Channel Total Time",DS,1,
0x3008, 0x0134,"放射チャネル総時間","Delivered Channel Total Time",DS,1,
0x3008, 0x0136,"パルスの指定数","Specified Number of Pulses",IS,1,
0x3008, 0x0138,"パルスの放射数","Delivered Number of Pulses",IS,1,
0x3008, 0x013A,"指定パルス繰り返し間隔","Specified Pulse Repetition Interval",DS,1,
0x3008, 0x013C,"放射パルス繰り返し間隔","Delivered Pulse Repetition Interval",DS,1,
0x3008, 0x0140,"記録線源アプリケータシーケンス","Recorded Source Applicator Sequence",SQ,1,
0x3008, 0x0142,"参照線源アプリケータ番号","Referenced Source Applicator Number",IS,1,
0x3008, 0x0150,"記録チャネルシールドシーケンス","Recorded Channel Shield Sequence",SQ,1,
0x3008, 0x0152,"参照チャネルシールド番号","Referenced Channel Shield Number",IS,1,
0x3008, 0x0160,"近接照射制御点放射シーケンス","Brachy Control Point Delivered Sequence",SQ,1,
0x3008, 0x0162,"安全位置送出日付","Safe Position Exit Date",DA,1,
0x3008, 0x0164,"安全位置送出時刻","Safe Position Exit Time",TM,1,
0x3008, 0x0166,"安全位置帰還日付","Safe Position Return Date",DA,1,
0x3008, 0x0168,"安全位置帰還時刻","Safe Position Return Time",TM,1,
0x3008, 0x0200,"現在の治療状態","Current Treatment Status",CS,1,
0x3008, 0x0202,"治療状態のコメント","Treatment Status Comment",ST,1,
0x3008, 0x0220,"分割グループ要約シーケンス","Fraction Group Summary Sequence",SQ,1,
0x3008, 0x0223,"参照分割グループ番号","Referenced Fraction Number",IS,1,
0x3008, 0x0224,"分割グループタイプ","Fraction Group Type",CS,1,
0x3008, 0x0230,"ビームストッパ位置","Beam Stopper Position",CS,1,
0x3008, 0x0240,"分割状態要約シーケンス","Fraction Status Summary Sequence",SQ,1,
0x3008, 0x0250,"治療日付","Treatment Date",DA,1,
0x3008, 0x0251,"治療時刻","Treatment Time",TM,1,
0x300A, 0x0002,"ＲＴ計画ラベル","RT Plan Label",SH,1,
0x300A, 0x0003,"ＲＴ計画名","RT Plan Name",LO,1,
0x300A, 0x0004,"ＲＴ計画記述","RT Plan Description",ST,1,
0x300A, 0x0006,"ＲＴ計画日付","RT Plan Date",DA,1,
0x300A, 0x0007,"ＲＴ計画時刻","RT Plan Time",TM,1,
0x300A, 0x0009,"治療プロトコル","Treatment Protocols",LO,1-n,
0x300A, 0x000A,"治療意図","Treatment Intent",CS,1,
0x300A, 0x000B,"治療部位","Treatment Sites",LO,1-n,
0x300A, 0x000C,"ＲＴ計画幾何学","RT Plan Geometry",CS,1,
0x300A, 0x000E,"処方記述","Prescription Description",ST,1,
0x300A, 0x0010,"線量基準シーケンス","Dose Reference Sequence",SQ,1,
0x300A, 0x0012,"線量基準番号","Dose Reference Number",IS,1,
0x300A, 0x0014,"線量基準構造タイプ","Dose Reference Structure Type",CS,1,
