group,element,名前,Name,VR,VM,
0x0020, 0x3406,"","Modified Image Description",,,RET
0x0020, 0x4000,"画像コメント","Image Comments",LT,1,
0x0020, 0x5000,"","Original Image Identification",,,RET
0x0020, 0x5002,"","Original Image Identification Nomenclature",,,RET
0x0028, 0x0002,"画素あたりサンプル","Samples per Pixel",US,1,
0x0028, 0x0004,"光度測定解釈","Photometric Interpretation",CS,1,
0x0028, 0x0005,"","Image Dimensions",,,RET
0x0028, 0x0006,"面構成","Planar Configuration",US,1,
0x0028, 0x0008,"フレームの数","Number of Frames",IS,1,
0x0028, 0x0009,"フレーム増分ポインタ","Frame Increment Pointer",AT,1-n,
0x0028, 0x0010,"横行","Rows",US,1,
0x0028, 0x0011,"縦列","Columns",US,1,
0x0028, 0x0012,"面","Planes",US,1,
0x0028, 0x0014,"超音波カラーデータの存在","Ultrasound Color Data Present",US,1,
0x0028, 0x0030,"画素間隔","Pixel Spacing",DS,2,
0x0028, 0x0031,"ズーム率","Zoom Factor",DS,2,
0x0028, 0x0032,"ズーム中心","Zoom Center",DS,2,
0x0028, 0x0034,"画素アスペクト比","Pixel Aspect Ratio",IS,2,
0x0028, 0x0040,"","Image Format",,,RET
0x0028, 0x0050,"","Manipulated Image",,,RET
0x0028, 0x0051,"補正画像","Corrected Image",CS,1-n,
0x0028, 0x0060,"","Compression Code",,,RET
0x0028, 0x0100,"割り当てビット","Bits Allocated",US,1,
0x0028, 0x0101,"格納ビット","Bits Stored",US,1,
0x0028, 0x0102,"高位ビット","High Bit",US,1,
0x0028, 0x0103,"画素表現","Pixel Representation",US,1,
0x0028, 0x0104,"","Smallest Valid Pixel Value",,,RET
0x0028, 0x0105,"","Largest Valid Pixel Value",,,RET
0x0028, 0x0106,"最小画像画素値","Smallest Image Pixel Value",US or SS,1,
0x0028, 0x0107,"最大画像画素値","Largest Image Pixel Value",US or SS,1,
0x0028, 0x0108,"シリーズにおける最小画素値","Smallest Pixel Value in Series",US or SS,1,
0x0028, 0x0109,"シリーズにおける最大画素値","Largest Pixel Value in Series",US or SS,1,
0x0028, 0x0110,"面の中の最小画像画素値","Smallest Image Pixel Value in Plane",US or SS,1,
0x0028, 0x0111,"面の中の最大画像画素値","Largest Image Pixel Value in Plane",US or SS,1,
0x0028, 0x0120,"画素パディング値","Pixel Padding Value",US or SS,1,
0x0028, 0x0200,"","Image Location",,,RET
0x0028, 0x0300,"品質管理画像","Quality Control Image",CS,1,
0x0028, 0x0301,"焼き込み済注釈","Burned In Annotation",CS,1,
0x0028, 0x1040,"画素強度関係","Pixel Intensity Relationship",CS,1,
0x0028, 0x1041,"画素強度関係符号","Pixel Intensity Relationship Sign",SS,1,
0x0028, 0x1050,"ウィンドウ中心","Window Center",DS,1-n,
0x0028, 0x1051,"ウィンドウ幅","Window Width",DS,1-n,
0x0028, 0x1052,"リスケール切片","Rescale Intercept",DS,1,
0x0028, 0x1053,"リスケール傾斜","Rescale Slope",DS,1,
0x0028, 0x1054,"リスケールタイプ","Rescale Type",LO,1,
0x0028, 0x1055,"ウィンドウ中心および幅の説明","Window Center & Width Explanation",LO,1-n,
0x0028, 0x1080,"","Gray Scale",,,RET
0x0028, 0x1090,"推奨観察モード","Recommended Viewing Mode",CS,1,
0x0028, 0x1100,"","Gray Lookup Table Descriptor ",,,RET
0x0028, 0x1101,"赤パレットカラーＬＵＴ記述子","Red Palette Color Lookup Table Descriptor ",US or SS,3,
0x0028, 0x1102,"緑パレットカラーＬＵＴ記述子","Green Palette Color Lookup Table Descriptor ",US or SS,3,
0x0028, 0x1103,"青パレットカラーＬＵＴ記述子","Blue Palette Color Lookup Table Descriptor ",US or SS,3,
0x0028, 0x1199,"パレットカラーＬＵＴ ＵＩＤ","Palette Color Lookup Table UID",UI,1,
0x0028, 0x1200,"","Gray Lookup Table Data",,,RET
0x0028, 0x1201,"赤パレットカラーＬＵＴデータ","Red Palette Color Lookup Table Data",OW,1,
0x0028, 0x1202,"緑パレットカラーＬＵＴデータ","Green Palette Color Lookup Table Data",OW,1,
0x0028, 0x1203,"青パレットカラーＬＵＴデータ","Blue Palette Color Lookup Table Data",OW,1,
0x0028, 0x1221,"セグメント化赤パレットカラーＬＵＴデータ","Segmented Red Palette Color Lookup Table Data",OW,1,
0x0028, 0x1222,"セグメント化緑パレットカラーＬＵＴデータ","Segmented Green Palette Color Lookup Table Data",OW,1,
0x0028, 0x1223,"セグメント化青パレットカラーＬＵＴデータ","Segmented Blue Palette Color Lookup Table Data",OW,1,
0x0028, 0x1300,"インプラントの存在","Implant Present",CS,1,
0x0028, 0x1350,"部分視野","Partial View",CS,1,
0x0028, 0x1351,"部分視野記述","Partial View Description",ST,1,
0x0028, 0x2110,"非可逆画像圧縮","Lossy Image Compression",CS,1,
0x0028, 0x2112,"非可逆画像圧縮比","Lossy Image Compression Ratio",DS,1-n,
0x0028, 0x3000,"モダリティＬＵＴシーケンス","Modality LUT Sequence",SQ,1,
0x0028, 0x3002,"ＬＵＴ記述子","LUT Descriptor",US or SS,3,
0x0028, 0x3003,"ＬＵＴ説明","LUT Explanation",LO,1,
0x0028, 0x3004,"モダリティＬＵＴタイプ","Modality LUT Type",LO,1,
0x0028, 0x3006,"ＬＵＴデータ","LUT Data",US or SSor OW,1-n1,
0x0028, 0x3010,"ＶＯＩ ＬＵＴシーケンス","VOI LUT Sequence",SQ,1,
0x0028, 0x3110,"ソフトコピーＶＯＩ ＬＵＴシーケンス","Softcopy VOI LUT Sequence",SQ,1,
0x0028, 0x4000,"","Comments",,,RET
0x0028, 0x5000,"バイプレーン収集シーケンス","Bi-Plane Acquisition Sequence",SQ,1,
0x0028, 0x6010,"代表フレーム番号","Representative Frame Number",US,1,
0x0028, 0x6020,"関心フレーム番号（ＦＯＩ）","Frame Numbers of Interest FOI ",US,1-n,
0x0028, 0x6022,"関心フレームの記述","Frames of Interest Description",LO,1-n,
0x0028, 0x6030,"マスクポインタ","Mask Pointers",US,1-n,
0x0028, 0x6040,"Ｒ波ポインタ","R Wave Pointer",US,1-n,
0x0028, 0x6100,"マスク減算シーケンス","Mask Subtraction Sequence",SQ,1,
0x0028, 0x6101,"マスク操作","Mask Operation",CS,1,
0x0028, 0x6102,"適用可能フレーム範囲","Applicable Frame Range",US,2-2n,
0x0028, 0x6110,"マスクフレーム番号","Mask Frame Numbers",US,1-n,
0x0028, 0x6112,"平均化する造影フレーム","Contrast Frame Averaging",US,1,
0x0028, 0x6114,"マスク副画素移動","Mask Sub-pixel Shift",FL,2,
0x0028, 0x6120,"ＴＩＤオフセット","TID Offset",SS,1,
0x0028, 0x6190,"マスク操作説明","Mask Operation Explanation",ST,1,
0x0032, 0x000A,"検査状態ＩＤ","Study Status ID",CS,1,
0x0032, 0x000C,"検査優先度ＩＤ","Study Priority ID",CS,1,
0x0032, 0x0012,"検査ＩＤ発行者","Study ID Issuer",LO,1,
0x0032, 0x0032,"検査確認日付","Study Verified Date",DA,1,
0x0032, 0x0033,"検査確認時刻","Study Verified Time",TM,1,
0x0032, 0x0034,"検査読影日付","Study Read Date",DA,1,
0x0032, 0x0035,"検査読影時刻","Study Read Time",TM,1,
0x0032, 0x1000,"予約済検査開始日付","Scheduled Study Start Date",DA,1,
0x0032, 0x1001,"予約済検査開始時刻","Scheduled Study Start Time",TM,1,
0x0032, 0x1010,"予約済検査終了日付","Scheduled Study Stop Date",DA,1,
0x0032, 0x1011,"予約済検査終了時刻","Scheduled Study Stop Time",TM,1,
0x0032, 0x1020,"予約済検査場所","Scheduled Study Location",LO,1,
0x0032, 0x1021,"予約済検査場所ＡＥ名称","Scheduled Study Location AE Titles",AE,1-n,
0x0032, 0x1030,"検査についての理由","Reason for Study",LO,1,
0x0032, 0x1032,"依頼側医師","Requesting Physician",PN,1,
0x0032, 0x1033,"依頼側部門","Requesting Service",LO,1,
0x0032, 0x1040,"検査到着日付","Study Arrival Date",DA,1,
0x0032, 0x1041,"検査到着時刻","Study Arrival Time",TM,1,
0x0032, 0x1050,"検査完了日付","Study Completion Date",DA,1,
0x0032, 0x1051,"検査完了時刻","Study Completion Time",TM,1,
0x0032, 0x1055,"検査構成要素状態ＩＤ","Study Component Status ID",CS,1,
0x0032, 0x1060,"依頼済手続き記述","Requested Procedure Description",LO,1,
0x0032, 0x1064,"依頼済手続きコードシーケンス","Requested Procedure Code Sequence",SQ,1,
0x0032, 0x1070,"依頼済造影剤","Requested Contrast Agent",LO,1,
0x0032, 0x4000,"検査コメント","Study Comments",LT,1,
0x0038, 0x0004,"参照患者別名シーケンス","Referenced Patient Alias Sequence",SQ,1,
0x0038, 0x0008,"来院状態ＩＤ","Visit Status ID",CS,1,
0x0038, 0x0010,"受診ＩＤ","Admission ID",LO,1,
0x0038, 0x0011,"受診ＩＤの発行者","Issuer of Admission ID",LO,1,
0x0038, 0x0016,"受診の経路","Route of Admissions",LO,1,
0x0038, 0x001A,"予約済受診日付","Scheduled Admission Date",DA,1,
0x0038, 0x001B,"予約済受診時刻","Scheduled Admission Time",TM,1,
0x0038, 0x001C,"予約済退院日付","Scheduled Discharge Date",DA,1,
0x0038, 0x001D,"予約済退院時間","Scheduled Discharge Time",TM,1,
0x0038, 0x001E,"予約済患者施設内居所","Scheduled Patient Institution Residence",LO,1,
0x0038, 0x0020,"受診日付","Admitting Date",DA,1,
0x0038, 0x0021,"受診時刻","Admitting Time",TM,1,
0x0038, 0x0030,"退院日付","Discharge Date",DA,1,
0x0038, 0x0032,"退院時刻","Discharge Time",TM,1,
0x0038, 0x0040,"退院時診断記述","Discharge Diagnosis Description",LO,1,
0x0038, 0x0044,"退院時診断コードシーケンス","Discharge Diagnosis Code Sequence",SQ,1,
0x0038, 0x0050,"特別な介助","Special Needs",LO,1,
0x0038, 0x0300,"現在の患者の場所","Current Patient Location",LO,1,
0x0038, 0x0400,"患者の施設内居所","Patient's Institution Residence",LO,1,
0x0038, 0x0500,"患者の状態","Patient State",LO,1,
0x0038, 0x4000,"来院コメント","Visit Comments",LT,1,
0x003A, 0x0004,"波形オリジナリティ","Waveform Originality",CS,1,
0x003A, 0x0005,"波形チャネルの数","Number of Waveform Channels ",US,1,
0x003A, 0x0010,"波形サンプルの数","Number of Waveform Samples ",UL,1,
0x003A, 0x001A,"標本化周波数","Sampling Frequency ",DS,1,
0x003A, 0x0020,"多重グループラベル","Multiplex Group Label ",SH,1,
0x003A, 0x0200,"チャンネル定義シーケンス","Channel Definition Sequence",SQ,1,
0x003A, 0x0202,"波形チャネル番号","Waveform Channel Number ",IS,1,
0x003A, 0x0203,"チャンネルラベル","Channel Label",SH,1,
0x003A, 0x0205,"チャンネル状態","Channel Status",CS,1-n,
0x003A, 0x0208,"チャンネルソースシーケンス","Channel Source Sequence",SQ,1,
0x003A, 0x0209,"チャンネルソース修飾子シーケンス","Channel Source Modifiers Sequence",SQ,1,
0x003A, 0x020A,"ソース波形シーケンス","Source Waveform Sequence",SQ,1,
0x003A, 0x020C,"チャンネル導出記述","Channel Derivation Description",LO,1,
0x003A, 0x0210,"チャンネル感度","Channel Sensitivity ",DS,1,
0x003A, 0x0211,"チャンネル感度単位シーケンス","Channel Sensitivity Units Sequence",SQ,1,
0x003A, 0x0212,"チャンネル感度補正係数","Channel Sensitivity Correction Factor",DS,1,
0x003A, 0x0213,"チャンネル基線","Channel Baseline ",DS,1,
0x003A, 0x0214,"チャンネル時間スキュー","Channel Time Skew",DS,1,
0x003A, 0x0215,"チャンネルサンプルスキュー","Channel Sample Skew",DS,1,
0x003A, 0x0218,"チャンネルオフセット","Channel Offset",DS,1,
0x003A, 0x021A,"波形格納ビット","Waveform Bits Stored",US,1,
0x003A, 0x0220,"フィルタ低周波","Filter Low Frequency",DS,1,
0x003A, 0x0221,"フィルタ高周波","Filter High Frequency",DS,1,
0x003A, 0x0222,"ノッチフィルタ周波数","Notch Filter Frequency",DS,1,
0x003A, 0x0223,"ノッチフィルタ帯域幅","Notch Filter Bandwidth",DS,1,
0x0040, 0x0001,"予約済ステーションＡＥ名称","Scheduled Station AE Title",AE,1-n,
0x0040, 0x0002,"予約済手続きステップ開始日付","Scheduled Procedure Step Start Date",DA,1,
0x0040, 0x0003,"予約済手続きステップ開始時刻","Scheduled Procedure Step Start Time",TM,1,
0x0040, 0x0004,"予約済手続きステップ終了日付","Scheduled Procedure Step End Date",DA,1,
0x0040, 0x0005,"予約済手続きステップ終了時刻","Scheduled Procedure Step End Time",TM,1,
0x0040, 0x0006,"予約済実施医師の名前","Scheduled Performing Physician's Name",PN,1,
0x0040, 0x0007,"予約済手続きステップ記述","Scheduled Procedure Step Description",LO,1,
0x0040, 0x0008,"予約済実行項目コードシーケンス","Scheduled Action Item Code Sequence",SQ,1,
0x0040, 0x0009,"予約済手続きステップＩＤ","Scheduled Procedure Step ID",SH,1,
0x0040, 0x0010,"予約済ステーション名","Scheduled Station Name",SH,1-n,
0x0040, 0x0011,"予約済手続きステップ場所","Scheduled Procedure Step Location",SH,1,
0x0040, 0x0012,"事前薬物投与","Pre-Medication",LO,1,
0x0040, 0x0020,"予約済手続きステップ状態","Scheduled Procedure Step Status",CS,1,
0x0040, 0x0100,"予約済手続きステップシーケンス","Scheduled Procedure Step Sequence",SQ,1,
0x0040, 0x0220,"参照独立ＳＯＰインスタンスシーケンス","Referenced Standalone SOP Instance Sequence ",SQ,1,
0x0040, 0x0241,"実施済ステーションＡＥ名称","Performed Station AE Title",AE,1,
0x0040, 0x0242,"実施済ステーション名","Performed Station Name",,SH,1
0x0040, 0x0243,"実施済場所","Performed Location",SH,1,
0x0040, 0x0244,"実施済手続きステップ開始日付","Performed Procedure Step Start Date",DA,1,
0x0040, 0x0245,"実施済手続きステップ開始時刻","Performed Procedure Step Start Time",TM,1,
0x0040, 0x0250,"実施済手続きステップ終了日付","Performed Procedure Step End Date",DA,1,
0x0040, 0x0251,"実施済手続きステップ終了時刻","Performed Procedure Step End Time",TM,1,
0x0040, 0x0252,"実施済手続きステップ状態","Performed Procedure Step Status",CS,1,
0x0040, 0x0253,"実施済手続きステップＩＤ","Performed Procedure Step ID",SH,1,
0x0040, 0x0254,"実施済手続きステップ記述","Performed Procedure Step Description",LO,1,
0x0040, 0x0255,"実施済手続きタイプ記述","Performed Procedure Type Description",LO,1,
0x0040, 0x0260,"実施済実行項目シーケンス","Performed Action Item Sequence",SQ,1,
0x0040, 0x0270,"予約済ステップ属性シーケンス","Scheduled Step Attributes Sequence",SQ,1,
0x0040, 0x0275,"要求属性シーケンス","Request Attributes Sequence",SQ,1,
0x0040, 0x0280,"実施済手続きステップに間するコメント","Comments on the Performed Procedure Steps",ST,1,
0x0040, 0x0293,"数量シーケンス","Quantity Sequence",SQ,1,
0x0040, 0x0294,"数量","Quantity",DS,1,
0x0040, 0x0295,"測定単位シーケンス","Measuring Units Sequence",SQ,1,
0x0040, 0x0296,"請求書作成項目シーケンス","Billing Item Sequence",SQ,1,
0x0040, 0x0300,"Ｘ線透視の総時間","Total Time of Fluoroscopy",US,1,
0x0040, 0x0301,"照射線量の総計","Total Number of Exposures",US,1,
0x0040, 0x0302,"入射線量","Entrance Dose",US,1,
0x0040, 0x0303,"照射面積","Exposed Area",US,1-2,
0x0040, 0x0306,"線源入射面間距離","Distance Source to Entrance",DS,1,
0x0040, 0x0307,"線源支持器間距離","Distance Source to Support",DS,1,
0x0040, 0x0310,"放射線量に関するコメント","Comments on Radiation Dose",ST,1,
0x0040, 0x0312,"Ｘ線出力","X-Ray Output",DS,1,
0x0040, 0x0314,"半価層","Half Value Layer",DS,1,
0x0040, 0x0316,"臓器線量","Organ Dose",DS,1,
0x0040, 0x0318,"被曝臓器","Organ Exposed",CS,1,
0x0040, 0x0320,"請求書作成手続きステップシーケンス","Billing Procedure Step Sequence",SQ,1,
0x0040, 0x0321,"フィルム消費シーケンス","Film Consumption Sequence",SQ,1,
0x0040, 0x0324,"補用品および装置請求書作成シーケンス","Billing Supplies and Devices Sequence",SQ,1,
0x0040, 0x0330,"参照手続きステップシーケンス","Referenced Procedure Step Sequence",SQ,1,
0x0040, 0x0340,"実行済シリーズシーケンス","Performed Series Sequence",SQ,1,
0x0040, 0x0400,"予約済手続きステップについてのコメント","Comments on the Scheduled Procedure Step",LT,1,
0x0040, 0x050A,"標本受入番号","Specimen Accession Number",LO,1,
0x0040, 0x0550,"標本シーケンス","Specimen Sequence",SQ,1,
0x0040, 0x0551,"標本識別子","Specimen Identifier",LO,1,
0x0040, 0x059A,"標本タイプコードシーケンス","Specimen Type Code Sequence",SQ,1,
0x0040, 0x0555,"収集コンテキストシーケンス","Acquisition Context Sequence",SQ,1,
0x0040, 0x0556,"収集コンテキスト記述","Acquisition Context Description",ST,1,
0x0040, 0x06FA,"スライド識別子","Slide Identifier",LO,1,
0x0040, 0x071A,"画像中心点座標シーケンス","Image Center Point Coordinates Sequence",SQ,1,
0x0040, 0x072A,"スライド座標系でのＸオフセット","X offset in Slide Coordinate System",DS,1,
0x0040, 0x073A,"スライド座標系でのＹオフセット","Y offset in Slide Coordinate System",DS,1,
0x0040, 0x074A,"スライド座標系でのＺオフセット","Z offset in Slide Coordinate System",DS,1,
0x0040, 0x08D8,"画素間隔シーケンス","Pixel Spacing Sequence",SQ,1,
0x0040, 0x08DA,"座標系軸コードシーケンス","Coordinate System Axis Code Sequence",SQ,1,
0x0040, 0x08EA,"測定単位コードシーケンス","Measurement Units Code Sequence",SQ,1,
0x0040, 0x1001,"依頼済手続きＩＤ","Requested Procedure ID",SH,1,
0x0040, 0x1002,"依頼済手続きの理由","Reason for the Requested Procedure",LO,1,
0x0040, 0x1003,"依頼済手続き優先順位","Requested Procedure Priority ",SH,1,
0x0040, 0x1004,"患者移送手配","Patient Transport Arrangements",LO,1,
0x0040, 0x1005,"依頼済手続き場所","Requested Procedure Location",LO,1,
0x0040, 0x1006,"","Placer Order Number / Procedure",SH,1,RET
0x0040, 0x1007,"","Filler Order Number / Procedure",SH,1,RET
0x0040, 0x1008,"秘密性コード","Confidentiality Code",LO,1,
0x0040, 0x1009,"報告書作成優先度","Reporting Priority",SH,1,
0x0040, 0x1010,"結果の予定受取者の名前","Names of Intended Recipients of Results",PN,1-n,
0x0040, 0x1400,"依頼済手続きコメント","Requested Procedure Comments",LT,1,
0x0040, 0x2001,"画像サービス要求の理由","Reason for the Imaging Service Request",LO,1,
0x0040, 0x2004,"画像サービス要求の発行日付","Issue Date of Imaging Service Request",DA,1,
0x0040, 0x2005,"画像サービス要求の発行時刻","Issue Time of Imaging Service Request",TM,1,
0x0040, 0x2006,"","Placer Order Number / Imaging Service Request",SH,1,RET
0x0040, 0x2007,"","Filler Order Number / Imaging Service Request",SH,1,RET
0x0040, 0x2008,"オーダー登録者","Order Entered By",PN,1,
0x0040, 0x2009,"オーダー登録の場所","Order Enterer's Location",SH,1,
0x0040, 0x2010,"オーダーコールバック電話番号","Order Callback Phone Number",SH,1,
0x0040, 0x2016,"発注側オーダー番号／画像サービス要求","Placer Order Number / Imaging Service Request",LO,1,
0x0040, 0x2017,"受注側オーダー番号／画像サービス要求","Filler Order Number / Imaging Service Request",LO,1,
0x0040, 0x2400,"画像サービス要求コメント","Imaging Service Request Comments",LT,1,
0x0040, 0x3001,"患者データ守秘事項の記述","Confidentiality Constraint on Patient Data Description",LO,1,
0x0040, 0x8302,"mGyでの入射面線量","Entrance Dose in mGy",DS,1,
0x0040, 0xA010,"関係タイプ","Relationship Type",CS,1,
0x0040, 0xA027,"確認組織","Verifying Organization",LO,1,
0x0040, 0xA030,"確認日時","Verification DateTime",DT,1,
0x0040, 0xA032,"観察日時","Observation DateTime",DT,1,
0x0040, 0xA040,"値タイプ","Value Type",CS,1,
0x0040, 0xA043,"概念名コードシーケンス","Concept-name Code Sequence",SQ,1,
0x0040, 0xA050,"内容の連続性","Continuity Of Content",CS,1,
0x0040, 0xA073,"確認観察者シーケンス","Verifying Observer Sequence",SQ,1,
0x0040, 0xA075,"確認観察者名","Verifying Observer Name",PN,1,
0x0040, 0xA088,"確認観察者識別コードシーケンス","Verifying Observer Identification Code Sequence",SQ,1,
0x0040, 0xA0B0,"参照波形チャネル","Referenced Waveform Channels",US,2-2n,
0x0040, 0xA120,"日時","DateTime",DT,1,
0x0040, 0xA121,"日付","Date",DA,1,
0x0040, 0xA122,"時刻","Time",TM,1,
0x0040, 0xA123,"人名","Person Name",PN,1,
0x0040, 0xA124,"ＵＩＤ","UID",UI,1,
0x0040, 0xA130,"時間範囲タイプ","Temporal Range Type",CS,1,
0x0040, 0xA132,"参照サンプル位置","Referenced Sample Positions",UL,1-n,
0x0040, 0xA136,"参照フレーム番号","Referenced Frame Numbers",US,1-n,
0x0040, 0xA138,"参照時間オフセット","Referenced Time Offsets",DS,1-n,
0x0040, 0xA13A,"参照日時","Referenced Datetime ",DT,1-n,
0x0040, 0xA160,"テキスト値","Text Value",UT,1,
0x0040, 0xA168,"概念コードシーケンス","Concept Code Sequence",SQ,1,
0x0040, 0xA180,"注釈グループ番号","Annotation Group Number",US,1,
0x0040, 0xA195,"修飾子コードシーケンス","Modifier Code Sequence ",SQ,1,
0x0040, 0xA300,"測定値シーケンス","Measured Value Sequence",SQ,1,
0x0040, 0xA30A,"数値","Numeric Value",DS,1-n,
0x0040, 0xA360,"先行文書シーケンス","Predecessor Documents Sequence",SQ,1,
0x0040, 0xA370,"参照依頼シーケンス","Referenced Request Sequence",SQ,1,
0x0040, 0xA372,"実施済手続きコードシーケンス","Performed Procedure Code Sequence",SQ,1,
0x0040, 0xA375,"当該依頼済手続き証拠シーケンス","Current Requested Procedure Evidence Sequence",SQ,1,
0x0040, 0xA385,"直接関係のある他の証拠シーケンス","Pertinent Other Evidence Sequence",SQ,1,
0x0040, 0xA491,"完成フラグ","Completion Flag",CS,1,
0x0040, 0xA492,"完成フラグ記述","Completion Flag Description",LO,1,
0x0040, 0xA493,"確認フラグ","Verification Flag",CS,1,
0x0040, 0xA504,"内容テンプレートシーケンス","Content Template Sequence",SQ,1,
0x0040, 0xA525,"同一文書シーケンス","Identical Documents Sequence",SQ,1,
0x0040, 0xA730,"内容シーケンス","Content Sequence",SQ,1,
0x0040, 0xB020,"注釈シーケンス","Annotation Sequence",SQ,1,
0x0040, 0xDB00,"テンプレート識別子","Template Identifier",CS,1,
0x0040, 0xDB06,"テンプレート版","Template Version",DT,1,
0x0040, 0xDB07,"テンプレートローカル版","Template Local Version",DT,1,
0x0040, 0xDB0B,"テンプレート拡張フラグ","Template Extension Flag",CS,1,
0x0040, 0xDB0C,"テンプレート拡張組識UID","Template Extension Organization UID",UI,1,
0x0040, 0xDB0D,"テンプレート拡張作成者ＵＩＤ","Template Extension Creator UID",UI,1,
0x0040, 0xDB73,"参照内容項目識別子","Referenced Content Item Identifier",UL,1-n,
0x0050, 0x0004,"較正対象","Calibration Image",CS,1,
0x0050, 0x0010,"器具シーケンス","Device Sequence",SQ,1,
0x0050, 0x0014,"器具長さ","Device Length",DS,1,
0x0050, 0x0016,"器具直径","Device Diameter",DS,1,
0x0050, 0x0017,"器具直径の単位","Device Diameter Units",CS,1,
0x0050, 0x0018,"器具容積","Device Volume",DS,1,
0x0050, 0x0019,"内部マーカー距離","Inter-marker Distance",DS,1,
0x0050, 0x0020,"器具記述","Device Description",LO,1,
0x0054, 0x0010,"エネルギウインドウベクトル","Energy Window Vector",US,1-n,
0x0054, 0x0011,"エネルギウインドウの数","Number of Energy Windows",US,1,
0x0054, 0x0012,"エネルギウインドウ情報シーケンス","Energy Window Information Sequence",SQ,1,
0x0054, 0x0013,"エネルギウインドウ範囲シーケンス","Energy Window Range Sequence",SQ,1,
0x0054, 0x0014,"エネルギウインドウ下限","Energy Window Lower Limit",DS,1,
0x0054, 0x0015,"エネルギウインドウ上限","Energy Window Upper Limit",DS,1,
0x0054, 0x0016,"放射性医薬品情報シーケンス","Radiopharmaceutical Information Sequence",SQ,1,
0x0054, 0x0017,"残留注射器カウント","Residual Syringe Counts",IS,1,
0x0054, 0x0018,"エネルギウインドウ名","Energy Window Name",SH,1,
0x0054, 0x0020,"検出器ベクトル","Detector Vector",US,1-n,
0x0054, 0x0021,"検出器の数","Number of Detectors",US,1,
0x0054, 0x0022,"検出器情報シーケンス","Detector Information Sequence",SQ,1,
0x0054, 0x0030,"フェーズベクトル","Phase Vector",US,1-n,
0x0054, 0x0031,"フェーズの数","Number of Phases",US,1,
0x0054, 0x0032,"フェーズ情報シーケンス","Phase Information Sequence",SQ,1,
0x0054, 0x0033,"フェーズの中のフレームの数","Number of Frames in Phase",US,1,
0x0054, 0x0036,"フェーズ遅延","Phase Delay",IS,1,
0x0054, 0x0038,"フレーム間停止","Pause Between Frames",IS,1,
0x0054, 0x0050,"回転ベクトル","Rotation Vector",US,1-n,
0x0054, 0x0051,"回転の数","Number of Rotations",US,1,
0x0054, 0x0052,"回転情報シーケンス","Rotation Information Sequence",SQ,1,
0x0054, 0x0053,"回転の中のフレームの数","Number of Frames in Rotation",US,1,
0x0054, 0x0060,"Ｒ－Ｒ間隔ベクトル","R-R Interval Vector",US,1-n,
0x0054, 0x0061,"Ｒ－Ｒ間隔の数","Number of R-R Intervals",US,1,
0x0054, 0x0062,"ゲート情報シーケンス","Gated Information Sequence",SQ,1,
0x0054, 0x0063,"データ情報シーケンス","Data Information Sequence",SQ,1,
0x0054, 0x0070,"時間スロットベクトル","Time Slot Vector",US,1-n,
0x0054, 0x0071,"時間スロットの数","Number of Time Slots",US,1,
0x0054, 0x0072,"時間スロット情報シーケンス","Time Slot Information Sequence",SQ,1,
0x0054, 0x0073,"時間スロット時間","Time Slot Time",DS,1,
0x0054, 0x0080,"スライスベクトル","Slice Vector",US,1-n,
0x0054, 0x0081,"スライスの数","Number of Slices",US,1,
0x0054, 0x0090,"角度視野ベクトル","Angular View Vector",US,1-n,
0x0054, 0x0100,"時間スライスベクトル","Time Slice Vector",US,1-n,
0x0054, 0x0101,"時間スライスの数","Number of Time Slices",US,1,
0x0054, 0x0200,"開始角度","Start Angle",DS,1,
0x0054, 0x0202,"検出器運動のタイプ","Type of Detector Motion",CS,1,
0x0054, 0x0210,"トリガーベクトル","Trigger Vector",IS,1-n,
0x0054, 0x0211,"フェーズの中のトリガーの数","Number of Triggers in Phase",US,1,
0x0054, 0x0220,"視野コードシーケンス","View Code Sequence",SQ,1,
0x0054, 0x0222,"視野修飾子コードシーケンス","View Modifier Code Sequence",SQ,1,
0x0054, 0x0300,"放射性核種コードシーケンス","Radionuclide Code Sequence",SQ,1,
0x0054, 0x0302,"投与経路コードシーケンス","Administration Route Code Sequence",SQ,1,
0x0054, 0x0304,"放射性医薬品コードシーケンス","Radiopharmaceutical Code Sequence",SQ,1,
0x0054, 0x0306,"較正データシーケンス","Calibration Data Sequence",SQ,1,
0x0054, 0x0308,"エネルギウインドウ番号","Energy Window Number",US,1,
0x0054, 0x0400,"画像ＩＤ","Image ID",SH,1,
0x0054, 0x0410,"患者方向コードシーケンス","Patient Orientation Code Sequence",SQ,1,
0x0054, 0x0412,"患者方向修飾子コードシーケンス","Patient Orientation Modifier Code Sequence",SQ,1,
0x0054, 0x0414,"患者架台関係コードシーケンス","Patient Gantry Relationship Code Sequence",SQ,1,
0x0054, 0x1000,"シリーズタイプ","Series Type",CS,2,
0x0054, 0x1001,"単位","Units",CS,1,
0x0054, 0x1002,"計数源","Counts Source",CS,1,
0x0054, 0x1004,"再投影法","Reprojection Method",CS,1,
0x0054, 0x1100,"ランダム補正法","Randoms Correction Method",CS,1,
0x0054, 0x1101,"吸収補正法","Attenuation Correction Method",LO,1,
0x0054, 0x1102,"減衰補正法","Decay Correction",CS,1,
0x0054, 0x1103,"再構成法","Reconstruction Method",LO,1,
0x0054, 0x1104,"使用検出器線応答","Detector Lines of Response Used",LO,1,
